web-scraper-order,web-scraper-start-url,product-link,product-link-href,product_name,price,description
"1731552537-11","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Hamilton Beach Multi-Function Rice Cooker, 12 Cup/3 Quart Capacity, Blue, 37561","https://www.amazon.ca/Hamilton-Beach%C2%AE-Multi-Function-Rice-Cooker/dp/B09Y7KWFDG/ref=sr_1_45?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-45","Hamilton Beach Multi-Function Rice Cooker, 12 Cup/3 Quart Capacity, Blue, 37561","$63.23","Enjoy maximum cooking versatility from breakfast to dinner     Prepare meals for the whole family with the large 12 cup cooked rice capacity     Flexible programming allows you to customize your cook time     Automatically switches to keep warm when cooking cycle is done     Easy to clean"
"1731552540-12","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","ZOJI NL-BAC05SB Micom Rice Cooker & Warmer, Silver Black","https://www.amazon.ca/ZOJI-NL-BAC05SB-Cooker-Warmer-Silver/dp/B0711FMN8M/ref=sr_1_44?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-44","ZOJI NL-BAC05SB Micom Rice Cooker & Warmer, Silver Black","$182.11","Compact 3-cup capacity     Triple heater with Extra large heating element heats and warms rice from the bottom, side and top     Removable steam vent cap allows for high temperature cooking without messy overflows     Automatic keep Warm keeps rice at the perfect serving temperature; extended keep Warm keeps rice Warm Longer by maintaining a lower temperature to prevent drying     Black 2.5mm Thick inner cooking pan distributes heat evenly, and is nonstick Coated for easy cleaning"
"1731552543-13","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Elite Gourmet ERC-006NST Electric Rice Cooker with Non Stick Inner Pot Makes Soups, Stews, Grains, Cereals, Keep Warm Feature, 6 Cups, White","https://www.amazon.ca/Maxi-Matic-ERC-006NST-Non-Stick-Cooker-Steam/dp/B082JQMP7S/ref=sr_1_43?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-43","Elite Gourmet ERC-006NST Electric Rice Cooker with Non Stick Inner Pot Makes Soups, Stews, Grains, Cereals, Keep Warm Feature, 6 Cups, White","$24.52","COOK MOUTH-WATERING & FLUFFY RICE EVERY SINGLE TIME without wasting your time over the pot. The Elite Gourmet ERC-006NST pro rice cooker is here to help you cook up to 6-cups (3-cups uncooked) of your favorite jasmine, basmati or brown rice effortlessly. No more waiting for the water to boil, no more watching and guessing if the rice is cooked. Our innovative rice cooker will make your life easier and cooking for your family 100% hassle-free     WANT PERFECTLY COOKED RICE, JUST SET IT & FORGET IT. Sick and tired of undercooked or overcooked rice, The Elite Gourmet professional rice cooker will evenly cook your rice and then automatically switch to “Keep Warm” function, which will make sure that your delicious rice is fresh and warm for hours before serving. Take all the guesswork out of cooking your sushi or black rice and enjoy your favorite Indian or Chinese recipes effortlessly     NONSTICK INNER POT. Unlike flimsy aluminum pots, our rice cooker features a non-stick cooking pot, which is more durable and practical. Save your precious time and effort, since our non-stick inner pot is super-easy to clean and can endure any abuse without skipping a beat. And the best part, You can remove it and serve your yummy rice straight from the cooker     THE ALL-INCLUSIVE HOUSEWARMING GIFT IDEA for a hassle-free cooking experience. The cool-touch side handles will prevent accidents while the tempered-glass lid will allow you to check on your rice anytime. Plus, our rice cooker comes with 2 BONUS accessories: a handy measuring cup so you can stop guessing the right amount of rice and a convenient serving spatula. Spoil your rice-loving friends or family with the Elite Gourmet all-in-one rice cooker     PERSONAL LARGE CAPACITY cooks up to 6 cups of cooked rice for the entire family and more. This rice cooker holds up to 3 cups of raw rice and 6 cups of cooked rice - enough for multiple servings."
"1731552547-14","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","GreenLife Healthy Ceramic Nonstick 4-Cup Rice Oats and Grains Cooker, PFAS-Free, Dishwasher Safe Parts, White","https://www.amazon.ca/GreenLife-Healthy-Ceramic-Nonstick-Grains/dp/B091BZQMMT/ref=sr_1_42?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-42","GreenLife Healthy Ceramic Nonstick 4-Cup Rice Oats and Grains Cooker, PFAS-Free, Dishwasher Safe Parts, White","$67.47","Easy to Clean: We’ve created a special version of our healthy ceramic nonstick coating for kitchen electrics that’s designed for optimal performance when plugged in     Derived from sand, our healthy ceramic nonstick coating is free of PFAS, PFOA, lead, and cadmium     No Guess Presets: White Rice, Brown Rice, Quinoa, Steel Cut Oats—perfect every time     Smart Grain: Highly capable technology automatically adjusts to make your rice better     Time for Rice: Delay timer and adjustable timing let you customize your cook"
"1731552550-15","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","KitchenAid Rice and Grain Cooker 8 Cup with Automatically Sensing Integrated Scale + Water Tank, KGC3155BM","https://www.amazon.ca/KitchenAid-Automatically-Sensing-Integrated-KGC3155BM/dp/B0CS6WVLJ7/ref=sr_1_41?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-41","KitchenAid Rice and Grain Cooker 8 Cup with Automatically Sensing Integrated Scale + Water Tank, KGC3155BM","$339.99","Integrated scale automatically senses the amount of grains, rice or beans you've added in order to calculate the ideal water-to-grain ratio for what you're cooking     Integrated water tank automatically dispenses the right amount of water to match the ideal liquid-to-grain ratio for what you're cooking; removable for easy refilling     Explore a whole new world of whole grains with 21 preset options for rice, beans, oats, couscous, quinoa, barley, farro and more     The included steamer basket fits above the cooking pot, so you can multitask by steaming ingredients while your grains cook below     Easy to use touchscreen makes it easy to see and select cooking modes with an intuitive menu that puts options for healthy grains, rice and beans at your fingertips"
"1731552553-16","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","ZOJI NP-GBC05-XT Induction Heating System Rice Cooker and Warmer, Stainless Dark Brown","https://www.amazon.ca/ZOJI-NP-GBC05-XT-Induction-Heating-Stainless/dp/B00IR8H2ZI/ref=sr_1_40?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-40","ZOJI NP-GBC05-XT Induction Heating System Rice Cooker and Warmer, Stainless Dark Brown","$324.63","700-watt 3-cup rice cooker and warmer with Induction Heating technology     Menu settings include: white/mixed, sushi, porridge, brown, GABA brown, rinse-free and quick cooking     Accessories include rice spatula, spatula holder and rice measuring cups     Detachable and washable stainless steel inner lid     Thick, spherical inner cooking pan; carrying handle; detachable cord; wash by hand"
"1731552556-17","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Zojirushi 5.5-Cup Micom Rice Cooker and Warmer with Fuzzy Logic Technology (1 Liter, White)","https://www.amazon.ca/Zojirushi-NS-WTC10-Micro-Computer-Cooker-Warmer/dp/B0C9YTZ9RK/ref=sr_1_39?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-39","Zojirushi 5.5-Cup Micom Rice Cooker and Warmer with Fuzzy Logic Technology (1 Liter, White)","","Technology: Zojirushi 5.5-Cup Micom Rice Cooker and Warmer utilizes micro-computerized Fuzzy logic technology for precise and consistent cooking results     Specialized Rice Settings: Zojirushi 5.5-Cup Micom Rice Cooker and Warmer offers menu settings for specific rice types, including a healthy GABA brown rice setting and a convenient Jasmine rice setting     Versatile Cooking Options: Zojirushi 5.5-Cup Micom Rice Cooker and Warmer comes with a BPA-free steaming basket, allowing it to cook more than just rice     Enhanced Temperature Control: The triple heater system in this rice cooker ensures even heat distribution throughout the cooking process, preventing unevenly cooked rice     Safety Compliance: It is cETLus listed, ensuring compliance with safety standards and providing peace of mind for users"
"1731552559-18","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Rice Cooker Small 4 Cups Uncooked (8 Cups Cooked), Small Rice Cooker with Steamer For 1-3 people, Removable Nonstick Pot, One Button&Keep Warm Function, Mini Rice Cooker for Soup Stew Oatmeal Veggie Hot Pot, Red","https://www.amazon.ca/Uncooked-Steamer-Removable-Nonstick-Function/dp/B0BW883NHK/ref=sr_1_38?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-38","Rice Cooker Small 4 Cups Uncooked (8 Cups Cooked), Small Rice Cooker with Steamer For 1-3 people, Removable Nonstick Pot, One Button&Keep Warm Function, Mini Rice Cooker for Soup Stew Oatmeal Veggie Hot Pot, Red","","-UNLEASH YOUR INNER CHEF- With our mini rice cooker's double layer body design, you can experiment with new recipes and flavors, confidently knowing that your rice will turn out perfect every time. Upgrade your culinary game today!     -EXPERIENCE THE ULTIMATE PEACE OF MIND- Our small rice cooker's special double protection device guarantees that you and your family are always safe, even in the most extreme situations. Invest in the ultimate safety and security for your kitchen.     -SIMPLIFY YOUR LIFE- Our rice cooker 4 cups (uncooked) has convenient one-key operation makes it easy for busy individualsto prepare delicious rice without any hassle. Say goodbye to complicated instructions and hello to effortless cooking！     -ENJOY LONG-LASTING VALUE- Our rice cooker's high-quality iron material ensures that it's built to lastand withstand frequent use. Invest in a product that will provide delicious rice for years to come.     -OPTIMIZE YOUR KITCHEN SPACE- Our rice cooker's compact size makes it easy to store in any kitchen, regardless of size. Save precious counter space and enjoy perfectly cooked rice, no matter how small your kitchen may be."
"1731552563-19","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","CUCKOO CRP-JHR0609F | 6-Cup (Uncooked) Induction Heating Pressure Rice Cooker | 13 Menu Options, Auto-Clean, Voice Guide, Made in Korea | Copper (6 CUP)","https://www.amazon.ca/CUCKOO-CRP-JHR0609F-Uncooked-Induction-Auto-Clean/dp/B0BBP8X8GG/ref=sr_1_37?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-37","CUCKOO CRP-JHR0609F | 6-Cup (Uncooked) Induction Heating Pressure Rice Cooker | 13 Menu Options, Auto-Clean, Voice Guide, Made in Korea | Copper (6 CUP)","$609.99","SMART TECH: Induction heating completely surrounds the inner pot making the cooking process quick (white rice in as little as 20 minutes!) while our smart algorithm adjusts the internal temperature to take the guesswork out of perfectly cooked rice     STAINLESS STEEL INNER POT: Includes a 304 food-grade stainless steel inner pot with premium X-Wall nonstick diamond coating that is designed for optimal heat distribution, is scratch-resistant, built to last and easy to clean     PREMIUM FUNCTIONALITY: Complete with LED touch-controls, 3-language voice guide (Korean, Chinese, English), a preset timer, a reheat option for leftovers, and a keep-warm function to ensure none of your foods are ever overcooked while serving     VERSATILE & MULTI-FUNCTIONAL: Enjoy a 6-Cup capacity and 13 menu options including GABA/brown rice, glutinous/white rice, pressure cook, nu rung ji, and multi-cook, along with auto-clean to effortlessly deep clean your cooker     TRUSTED KOREAN BRAND: Internationally known for superior quality and with over 40 years of industry experience, CUCKOO has perfected the art of cooking rice and crafting products made with integrity"
"1731552565-20","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Instant Pot Duo 7-in-1 Electric Pressure Cooker, Slow Cooker, Rice Cooker, Steamer, Saute, Yogurt Maker, Warmer & Sterilizer, Includes Free App with over 1900 Recipes, Stainless Steel, 3 Quart","https://www.amazon.ca/Instant-Pot-Duo-Mini-Programmable/dp/B06Y1YD5W7/ref=sr_1_36?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-36","Instant Pot Duo 7-in-1 Electric Pressure Cooker, Slow Cooker, Rice Cooker, Steamer, Saute, Yogurt Maker, Warmer & Sterilizer, Includes Free App with over 1900 Recipes, Stainless Steel, 3 Quart","","7-IN-1 FUNCTIONALITY: Pressure cook, slow cook, rice cooker, yogurt maker, steamer, sauté pan and food warmer.     QUICK ONE-TOUCH COOKING: 13 customizable Smart Programs for pressure cooking ribs, soups, beans, rice, poultry, yogurt, desserts and more.     COOK FAST OR SLOW: Pressure cook delicious one-pot meals up to 70% faster than traditional cooking methods or slow cook your favorite traditional recipes : just like grandma used to make.     QUICK AND EASY CLEAN UP: Finger-print resistant, stainless-steel sides and dishwasher-safe lid, inner pot, and accessories.     PROVEN SAFETY FEATURES: Includes over 10 safety features, plus overheat protection and safe-locking lid.     PERFECT SIZE: Cook for up to 3 people : perfect for smaller families, or meal prepping and batch cooking for singles.     VERSATILE INNER COOKING POT: We use food-grade stainless-steel, a tri-ply bottom for more even cooking and perfect for sautéing.     DISCOVER AMAZING RECIPES: Download our free Instant Pot app (iOS and Android) so you can discover new favorites and prepare delicious meals. PFOA/PTFE-free cooking"
"1731552569-21","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Zojirushi NHS-10 6 Cup Rice Cooker / Steamer & Warmer","https://www.amazon.ca/Zojirushi-NHS-10-Cooker-Steamer-Warmer/dp/B00004S576/ref=sr_1_35?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-35","Zojirushi NHS-10 6 Cup Rice Cooker / Steamer & Warmer","","6-cup cooker/steamer and warmer steams foods to perfection and keeps them warm     Stainless steel steaming tray and removable, easy-to-clean, nonstick inner cooking pan     See-through glass lid and automatic keep-warm function that activates immediately after food is cooked     Durable stay-cool handles for safe handling. Electrical Rating: 120 volts / 500 watts     Includes measuring cup, spatula, and removable cord for easy storing     NOTE: Please ensure to measure rice in the cup that comes along with the product ONLY"
"1731552572-22","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","TIGER JBV-A10U 5.5-Cup (Uncooked) Micom Rice Cooker with Food Steamer Basket, White","https://www.amazon.ca/Tiger-Corporation-JBV-A10U-W-5-5-Cup-Steamer/dp/B00KDNKTJG/ref=sr_1_34?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-34","TIGER JBV-A10U 5.5-Cup (Uncooked) Micom Rice Cooker with Food Steamer Basket, White","$129.98","Syncro-cooking function ""tacook"" makes it possible to cook main dish and rice at the same time. Do not use the rice cooker with a power supply other than 120 VAC.     One push operation. Dimensions (inches) : W 10.6 x D 13.9 x H 8.4     4 cooking menu settings (Synchrony-cooking/Plain rice/Brown rice/Slow cooking)     Easy to clean non-stick coating inner pan     Includes Non-stick spatula, Cooking plate, Measuring cup and Cookbook for using ""Synchrony-cooking"" function ; Made in China"
"1731552575-23","https://www.amazon.ca/s?k=rice+cooker&crid=3AJVSUNEH8J4W&sprefix=rice+%2Caps%2C124&ref=nb_sb_ss_ts-doa-p_1_5","Nutribullet EveryGrain Cooker","https://www.amazon.ca/NutriBullet-NBG50100-Grain-Cooker-Light/dp/B09HN98FC8/ref=sr_1_33?crid=3AJVSUNEH8J4W&dib=eyJ2IjoiMSJ9.FKI_lz7FOn-xe8rX89XtwdiMIMW-_CFxrPiCm93z17Nemkbo6mEIcR4T-E9EoYojMgFbH4PHv52N8b-92SPQu8S0YszPTcD_xyBHyqW1eOwcYG0ri7QINO4CZA8J1cQrA1Qy7hPmtzH0Nja7zfCqxEjIt_bkbxoGUzMboReabfLsJlAPV7sMzCAA_Pa1UZZm6jrS9ZcaV79WLfHiy_7vagjWm4bqVXLHalBRqbrpBTR6zGyG7-Ah3d9GkcCJtzb9Tp311OEeuQexc8qZ8-KPJfhsSZf6u_UHlJ1sNAUclY4.JkGiNCp2FkEn6NfxAkw-slXE0hpXde0feBrtjqYBO0A&dib_tag=se&keywords=rice+cooker&qid=1731552486&sprefix=rice+%2Caps%2C124&sr=8-33","Nutribullet EveryGrain Cooker","$69.99","Features “Brown rice,” “White rice,” “Oats,” “Quinoa,” and “Grains” presets to cook every grain, plus a “Steam” program for veggies, fish, and beyond. Delay Start and Keep Warm functions let you prep according to your schedule.     A 10-cup cooking pot accommodates up to 5 dry scoops of rice or grains at a time. The included steaming basket can be stacked on top of grains for simultaneous cooking or used on its own with the “Steam” program.     ""What’s Included The NutriBullet EveryGrain Cooker comes with (1) 600W Cooker Base, (1) 10-cup non-stick Cooking Pot, (1) Steaming Basket (1) Rice Spoon (1) Measuring Scoop, and (1) User & Recipe Guide ""     Built to last, the EveryGrain Cooker is made from durable plastic, with a non-stick coated, PFOA-Free Cooking pot. Accessories are all made from durable, dishwasher safe plastic. Assembled Dimensions: 11.4""L x 10.8"" W x 8.6""H     Care and Cleaning. Clean all parts with warm, soapy water. All parts are dishwasher safe except the non-stick cooking pot. Wipe Cooker Base clean with a damp cloth."
